writing_id,learner_id,learner_id_categorical,nationality,l1,cefr,cefr_numeric,level,unit,topic_id_original,topic_id_original_categorical,topic_id,topic_id_categorical,text_number_per_learner_in_task,topic,secondary_topic,topic_to_keep,date,time,grade,wordcount,mtld,text,text_corrected
3092,6747,6747,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,english,both topics,40621,07:16:49.837,95,29,73.17333333,"
	  Dear Anna, Thanks for your E-mail. I hope you everything goes well. My name's Bella. I'm 24 years old. I come from China. Thanks and Best regards Bella
	","Dear Anna, thanks for your E-mail. I hope you everything goes well. My name's Bella. I'm 24 years old. I come from China. thanks and Best regards Bella"
2231,97378,97378,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40621,07:26:59.827,95,21,56,"
	  Dear Mz. Anna! Hello! How are you? Nice to meet you. My name's Oswald, I'm forty-two years old. Bye! Oswald.
	","Dear Mr. Anna! bello! How are you? Nice to meet you. My name's Oswald, I'm forty-two years old. eye! Oswald."
5782,27590,27590,it,Italian,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40621,11:23:41.630,92,35,42.875,"
	  Hello! My name's Raffaele. Fine thanks, and you? I'm 24 years old and I work in a bank. I think you are a student, it's right? Ops.. I'm in late. Have a nice day! Raffaele
	","bello! My name's affable. Fine thanks, and you? I'm 24 years old and I work in a bank. I think you are a student, it's right? Ops.. I'm in late. Have a nice day! affable"
5095,154565,154565,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,english,both topics,40621,22:42:19.997,85,42,235.48,"
	  Introduce myself Hi, Anna,I feel very happy received your letter,Ok, Right now, Let's me Intorduce myself,My name is Marenli,It's M-A-R-E-N-L-I,I'm from china,I'm twenty-three years old, Nice to meet you!
	","introduce myself Hi, Anna,I feel very happy received your letter,Ok, Right now, Let's me introduce myself,My name is Marengo,It's M-A-R-E-N-L-I,I'm from china,I'm twenty-three years old, Nice to meet you!"
5712,18874,18874,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40622,01:11:18.360,94,23,24.68666667,"
	  Hi! I'm fine, thanks. How are you? What's your name? How old are you? My name's Eric. I'm 28 years old. Bye! Eric.
	","Hi! I'm fine, thanks. How are you? What's your name? How old are you? My name's Eric. I'm 28 years old. eye! Eric."
4594,97864,97864,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40622,11:52:45.890,92,24,41.16,"
	  Hellow! Fin thank's.How are you?What's your name?How old are you? My name's Jing Hu .I'm twenty- four yearsold. GoodBye! Jing Hu.
	",fellow! Fin thank's.How are you?What's your name?How old are you? My name's king Hu .I'm twenty- four yearsold. Goodge! king Hu.
7939,114734,114734,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,english,both topics,40623,07:46:54.050,92,42,44.034,"
	  Hello, I'm zhangjian. I came form China. I'm 34 years old and I have married. I have a daughter, she is 4 years old. Now, I'm in India. I have been here 12 days,so I am very miss my little girl.
	","bello, I'm zhangjian. I came form China. I'm 34 years old and I have married. I have a daughter, she is 4 years old. Now, I'm in India. I have been here 12 days,so I am very miss my little girl."
5423,113204,113204,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40623,09:10:45.720,85,20,40.46,"
	  Hello. I'm fine,thank you. I'm from China. My name's Mo Jinfei,I'm thirty-nine years old. Bye. Mo Jinfei.
	","bello. I'm fine,thank you. I'm from China. My name's Mo infer,I'm thirty-nine years old. eye. Mo infer."
1898,161793,161793,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40624,06:25:19.040,89,23,90.72,"
	  Hye,Anna. I'm fine,thank you.And you? My name is Ashley,I'm 29 years old. Nice to meet you! Bye-bye! Ashley.
	","Hye,Anna. I'm fine,thank you.And you? My name is Ashley,I'm 29 years old. Nice to meet you! eye-bye! Ashley."
7308,144374,144374,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40624,13:56:53.677,94,25,27.08333333,"
	  Hello. Nice to meet you Anna. I'm fine, thank's. And you? My name's Wanderson, I'm 28 years old. I'm a studdent, and you? Bye! Wanderson.
	","bello. Nice to meet you Anna. I'm fine, thank's. And you? My name's anderson, I'm 28 years old. I'm a student, and you? eye! anderson."
4916,29966,29966,mx,Spanish,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40625,00:53:08.813,78,26,63.09333333,"
	  Hi, How are you? My name is Estela, I'm 24 years old. I live in plano il, and I merried my husband work in the Navy.
	","Hi, How are you? My name is Estela, I'm 24 years old. I live in plano il, and I married my husband work in the Navy."
2692,126509,126509,mx,Spanish,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40625,01:35:22.263,80,36,45.36,"
	  Hi Anna, my name's Elda I'm 42 yers old, I lived in Mexico I'm study english, because I want to improve and I need for to help my doughters in homework. Bye Anna, naice to meet
	","Hi Anna, my name's Elda I'm 42 years old, I lived in Mexico I'm study english, because I want to improve and I need for to help my daughters in homework. eye Anna, nice to meet"
2914,152471,152471,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40625,02:32:26.140,87,27,0,"
	  From:Cindy To:Anna Date:2011-03-23 Hi,Anna. I'm fine,thank you.How are you? My name's Cindy.I'm thiry-three years old. Bye! Cindy
	","From:Cindy To:Anna Date:2011-03-23 Hi,Anna. I'm fine,thank you.How are you? My name's Cindy.I'm third-three years old. eye! Cindy"
2415,63028,63028,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40625,08:46:44.040,88,27,68.04,"
	  Hi! Anna. I'm fine, Thanks and how are you? My name's Tiago and have 29 years old. Nice to meet you. What's your phone number? Bye! Tiago.
	","Hi! Anna. I'm fine, thanks and how are you? My name's iago and have 29 years old. Nice to meet you. What's your phone number? eye! iago."
6988,59136,59136,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40625,23:00:36.377,89,32,44.84666667,"
	  Hi! Fine thanks.How are you? My name Shijun Chen.I'm 24 years old.My phone number is ### #### ####. I'm from China.Welcome to Tianjin. where are you from? what's your phone number?
	",Hi! Fine thanks.How are you? My name Shin Chen.I'm 24 years old.My phone number is ### #### ####. I'm from China.Welcome to Tianjin. where are you from? what's your phone number?
908,95798,95798,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40625,23:28:49.323,82,32,71.68,"
	  Hello! My name is Jivonildo, I am From Brazil, and  live in  city Sao Paulo of state sao paulo. I to work  HP brazil , on  departament os Logistics Material planning.  Thanks  Jivonildo
	","bello! My name is Jivonildo, I am From Brazil, and live in city Sao Paulo of state sao paul. I to work HP brazil , on department os logistics Material planning. thanks Jivonildo"
9739,57628,57628,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40625,23:40:26.953,90,23,49.37333333,"
	  Hi Anna. I'm fine, thanks. How are you? My name's Advan and i'm 22 years old. Thank you for your email. Bye. Advan
	","Hi Anna. I'm fine, thanks. How are you? My name's Avan and i'm 22 years old. Thank you for your email. eye. Avan"
3786,7596,7596,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40626,17:11:26.230,92,26,37.856,"
	  Hellow Anna! I'm fine thanks. And you? My name is Marcelo and I'm 28 yars old. My graduation is in Electrical Engineer. What's your graduation? Bye!
	",fellow Anna! I'm fine thanks. And you? My name is Marcelo and I'm 28 years old. My graduation is in Electrical Engineer. What's your graduation? eye!
3948,48055,48055,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40626,17:30:34.810,95,39,53.235,"
	  Hello Anna, I'm Luciana. Nice to meet you! I'm forty one years old and working with children in to Gurilndia International School. I'm live in Salvador, Bahia, Brasil. Will be a pleasure to exchange emails with you. Goodbye! Luciana.
	","bello Anna, I'm Luciana. Nice to meet you! I'm forty one years old and working with children in to Gurilndia International School. I'm live in Salvador, Bahia, Brasil. Will be a pleasure to exchange emails with you. goodbye! Luciana."
4231,169908,169908,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40627,07:29:04.560,79,26,37.856,"
	  Hello, Anna. I'm fine thanks. My name's Luzineti. I'm 52 years old. How old are you? I like to write. Do you like too? Bye Luzineti
	","bello, Anna. I'm fine thanks. My name's Luzineti. I'm 52 years old. How old are you? I like to write. Do you like too? eye Luzineti"
9404,76555,76555,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40627,09:24:02.707,94,20,45.36,"
	  Hello! Fine,thanks. what's your name? How old are you? My name's Polly Zhang.I'm 30 years old. Goodbye! Polly
	","bello! Fine,thanks. what's your name? How old are you? My name's Polly Zhang.I'm 30 years old. goodbye! Polly"
8742,22608,22608,de,German,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40627,12:56:00.777,98,22,45.17333333,"
	  Hello Anna! How are you? I'm fine. Thank you for your message. My name's Karina and I'm 27 years old. Bye! Karina.
	",bello Anna! How are you? I'm fine. Thank you for your message. My name's Karina and I'm 27 years old. eye! Karina.
10652,81377,81377,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,english,both topics,40627,18:42:02.520,100,24,40.32,"
	  Hello! I'm fine, and you? My name's David, I'm 28. Now I live in China. Where are you from? The best for you! David
	","bello! I'm fine, and you? My name's David, I'm 28. Now I live in China. Where are you from? The best for you! David"
9967,91941,91941,mx,Spanish,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40628,01:43:39.087,96,26,47.32,"
	  Hi Anna! I'm fine thanks. How are you? My name's Esteban. I'm 27 years old. What's your phone number? Nice to meet you Anna. Bye! Esteban.
	",Hi Anna! I'm fine thanks. How are you? My name's Esteban. I'm 27 years old. What's your phone number? Nice to meet you Anna. eye! Esteban.
4918,173704,173704,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40628,16:47:58.507,100,29,29.2175,"
	  Hello, Anna! I'm fine, thanks. And you? My name's Osmar. I'm 30 years old. What's your phone number? I'm from Brazil. And you? My phone number is ... Bye! Osmar.
	","bello, Anna! I'm fine, thanks. And you? My name's Oskar. I'm 30 years old. What's your phone number? I'm from Brazil. And you? My phone number is ... eye! Oskar."
9965,97468,97468,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40628,20:58:51.037,92,22,67.76,"
	  Hi Anna! Nice to meet you. I'm fine, thanks. My name's Alex. I'm 39 years old. What's your phone number? Bye!  Alex.
	","Hi Anna! Nice to meet you. I'm fine, thanks. My name's Alex. I'm 39 years old. What's your phone number? eye! Alex."
10118,52732,52732,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40629,01:42:12.423,95,26,47.32,"
	  Hello Anna! I'm fine, thanks and you? My name is Lucas and i'm 23 years old. Well,  was a pleasure write to you. Bye bye!  Lucas.
	","bello Anna! I'm fine, thanks and you? My name is Lucas and i'm 23 years old. Well, was a pleasure write to you. eye bye! Lucas."
2635,130875,130875,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40629,19:55:13.940,85,25,175,"
	  Hello Anna, good morning. I'm brazilian and have twenty six old. I understand a little english, but not very well. But, nice to meet you
	","bello Anna, good morning. I'm brazilian and have twenty six old. I understand a little english, but not very well. But, nice to meet you"
5399,46704,46704,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40630,19:44:53.653,95,41,33.24324324,"
	  Hello Anna. I am Carlos. I am 36 years old. I am maried. My name''s wife is Simone. I have twou daugthers. We live in Curitiba, Brazil. Curitiba is wonderful city. I am a student and a consultant. Bye. Carlos
	","bello Anna. I am Carlos. I am 36 years old. I am marked. My name''s wife is Simone. I have two daughters. We live in Curitiba, Brazil. Curitiba is wonderful city. I am a student and a consultant. eye. Carlos"
602,154833,154833,mx,Spanish,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40630,22:40:30.720,80,24,112,"
	  Dear Anna!I'm fine, thanks.My name's Gabriel. I'm 28 years old.Thank you for your letter. How are you doing? Best regards.Gabriel.
	","Dear Anna!I'm fine, thanks.My name's Gabriel. I'm 28 years old.Thank you for your letter. How are you doing? Best regards.Gabriel."
12334,170599,170599,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,english,both topics,40630,23:59:29.097,84,23,0,"
	  Hi, my name is Liu Fang ,i'm fine.I'm twenty-five years old.How are you?I'm glad that you wrote to me.
	","Hi, my name is Liu Fang ,i'm fine.I'm twenty-five years old.How are you?I'm glad that you wrote to me."
10338,67337,67337,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40631,06:03:04.110,75,29,63,"
	  Hello ~ My name's Cystal .I'm 24 years old .I'm come from Cina and I'm woking in the Airlines now .I think my personality is very breey outgoing ang friendly.
	",bello ~ My name's cystal .I'm 24 years old .I'm come from China and I'm working in the airlines now .I think my personality is very breed outgoing and friendly.
8007,152588,152588,fr,French,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40631,15:56:11.657,95,32,47.78666667,"
	  Hello Anna, I'm fine thanks you , I hope you're well also ? My name's Christophe , I leave in France and I'm 49 years old. I hope to see you soon Best regard Christophe
	","bello Anna, I'm fine thanks you , I hope you're well also ? My name's Christophe , I leave in France and I'm 49 years old. I hope to see you soon Best regard Christophe"
12180,23979,23979,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40631,16:18:05.687,98,23,49.37333333,"
	  HI DEAR I'M FINE. AND YOU? MY NAME'S PAULA, I'M TWENTY SIX YEARS OLD. I'M FROM BRAZIL! BYE I HOPE  KNOW YOU SOON!
	","HI DEAR I'M FINE. AND YOU? MY AME'S PAU, I'M TWENTY SIX YEARS OLD. I'M FROM BRAZIL! BY I POE NOW YOU ON!"
14098,148128,148128,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40631,18:49:06.040,94,23,49.37333333,"
	  Hello Anna! I'm fine thanks. And you? I hope that you're ok. My name's Alex and I'm 29 years old. Take care! Alex
	",bello Anna! I'm fine thanks. And you? I hope that you're ok. My name's Alex and I'm 29 years old. Take care! Alex
9093,59422,59422,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40631,19:49:08.590,90,21,30.24,"
	  Hi,ana. I'm fine,thanks. My name's Anderson. I'm 36 years old. I'm study english,nice to me you. bye! Anderson
	","Hi,ana. I'm fine,thanks. My name's Anderson. I'm 36 years old. I'm study english,nice to me you. bye! Anderson"
9934,67330,67330,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40631,20:43:06.140,100,25,43.75,"
	  Hello I'm fine, Thank you. What's your name? How old are you? My name's Ailly, I'm 31 years old. Nice to meet you. good by
	","bello I'm fine, Thank you. What's your name? How old are you? My name's silly, I'm 31 years old. Nice to meet you. good by"
10253,28689,28689,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40632,08:20:17.460,97,27,29.16,"
	  Hello! Form: To: Date: Hello! I am fine, thank you, and you? My name is Suziyu. I am 24 years old. Nice to meet you! Bye! Suziyu
	","bello! Form: To: Date: bello! I am fine, thank you, and you? My name is Suzhou. I am 24 years old. Nice to meet you! eye! Suzhou"
8523,82868,82868,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40632,10:01:36.867,95,25,49.37333333,"
	  Hi, Anna I'm fine,thanks.How are you? My name's Eimily.I'm 23 years old. My phone number is #### ####.What's your phone number? Bye. Eimily.
	","Hi, Anna I'm fine,thanks.How are you? My name's Eimile.I'm 23 years old. My phone number is #### ####.What's your phone number? eye. Eimile."
13634,109057,109057,it,Italian,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40632,12:12:15.017,100,25,23.67901235,"
	  Hi. My name's Monica. What's your name? I'm 41 years old. How old are you? My phone number is ### ### ###. What's your phone number? Bye Monica
	",Hi. My name's Monica. What's your name? I'm 41 years old. How old are you? My phone number is ### ### ###. What's your phone number? eye Monica
13361,13937,13937,mx,Spanish,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40633,00:17:51.143,84,54,81.648,"
	  Hi! Anna,  My name's Alberto, I'm fine thanks, I'm 35. How are you? I come from Mexico City, I'm Single, My jobbies are listen classical music, RandB and Pop. I Like dance. I work full time, but go to Gym every day of week, except sundays     Well Anna nice to meet you.  Bye Alberto
	","Hi! Anna, My name's Alberto, I'm fine thanks, I'm 35. How are you? I come from Mexico City, I'm single, My jobbies are listen classical music, Randy and Pop. I Like dance. I work full time, but go to lym every day of week, except sundays Well Anna nice to meet you. eye Alberto"
3551,153369,153369,tw,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40633,09:52:49.980,98,30,47.32,"
	  Hello,Anna. How are you? My name's Hui-Ting.I'm 24 years old. My phone number is 123 456. what's your phone number? Nice to meet you. Bye! Hui-Ting.
	","bello,Anna. How are you? My name's Hui-Ting.I'm 24 years old. My phone number is 123 456. what's your phone number? Nice to meet you. eye! Hui-Ting."
12756,130342,130342,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40633,09:56:31.587,96,37,42.59111111,"
	  Hi! How are you? My name's Marcia. I'm 26 years old. What's your name? How old are you? Nice too meet you. I live in Recife. Where do you live? See you later Good Bye! Mrcia. Mrcia.
	",Hi! How are you? My name's Marcia. I'm 26 years old. What's your name? How old are you? Nice too meet you. I live in Recife. Where do you live? See you later Good eye! Mercia. Mercia.
12961,28519,28519,mx,Spanish,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40633,14:46:41.400,85,25,43.75,"
	  Hi! I'm fine thanks. What's your name? How old are you? Nice to meet you . Anna. My name's Maribel. I'm 27 years old. bye. Maribel.
	",Hi! I'm fine thanks. What's your name? How old are you? Nice to meet you . Anna. My name's Maribel. I'm 27 years old. bye. Maribel.
9251,17476,17476,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40633,14:47:54.227,86,25,0,"
	  From:xiaoyan To:Anna Date:2011-03-31 Hi,Anna!I'm fine,thank you,and you?My name's xiaoyan.I'm 27 years old. Bye! xiaoyan.
	","From:xiaoyan To:Anna Date:2011-03-31 Hi,Anna!I'm fine,thank you,and you?My name's xiaoyan.I'm 27 years old. eye! xiaoyan."
7544,52982,52982,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,english,both topics,40633,19:16:01.917,89,41,47.068,"
	  Hi! My name's Eudes Henrique, i'm 21 years old and i'm a brazilian. I very like eletronic musics and travel. I'm learn english, why for i like language. But i know little about this language, for now.  Bye teacher! Eudes Henrique 
	","Hi! My name's tudes Henrique, i'm 21 years old and i'm a brazilian. I very like electronic musics and travel. I'm learn english, why for i like language. But i know little about this language, for now. eye teacher! tudes Henrique"
12915,134479,134479,de,German,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40634,02:08:55.840,100,26,63.09333333,"
	  Hello Anna! :) I'm fine, thanks. And you? My name's Katharina and I'm 24 years old. I'm looking forward to your next e-mail. :) Bye! Greetings Kathy. :)
	","bello Anna! :) I'm fine, thanks. And you? My name's Katharina and I'm 24 years old. I'm looking forward to your next e-mail. :) eye! greetings Kathy. :)"
14894,38578,38578,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40634,07:52:46.700,87,25,80.64,"
	  Hi, Anna. Nice to write letter to you. My name is Terence. I live in the beautiful city of jiangmen. I'm twenty-nine . And you?
	","Hi, Anna. Nice to write letter to you. My name is Terence. I live in the beautiful city of ringmen. I'm twenty-nine . And you?"
14547,123188,123188,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,english,both topics,40634,08:35:36.277,95,40,60.48,"
	  Hi My name's junmei .I'm a teacher.I come from China. How are you? welcome to China.I'm 30 years old. I can speak a little English.Can you help me? That's all.I hope you can help me. goodbay!
	",Hi My name's june .I'm a teacher.I come from China. How are you? welcome to China.I'm 30 years old. I can speak a little English.Can you help me? That's all.I hope you can help me. goombay!
14563,169337,169337,fr,French,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40634,14:20:59.650,100,25,35,"
	  Hi Anna! I'm fine, thanks you, and you, how are you? My name's Joel. Nice to meet you. I'm 41 years old. Good bye! Joel
	","Hi Anna! I'm fine, thanks you, and you, how are you? My name's Joel. Nice to meet you. I'm 41 years old. Good bye! Joel"
16568,81213,81213,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40635,07:44:04.123,92,23,37.03,"
	  Hi, Anna. I'm fine, thanks. My name's Freddy. I'm 26 years old. I'm from China. Where are you from? Bye! Best regards. Freddy
	","Hi, Anna. I'm fine, thanks. My name's Freddy. I'm 26 years old. I'm from China. Where are you from? eye! Best regards. Freddy"
16150,90060,90060,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40635,16:46:23.660,94,33,76.23,"
	  Hello Anna! My name is Alessandro. I'm 31 years old. I'm brazilian. I'm a lawyer, and i like to watch movies and practice brazilian football. When you arrive in Brazil call me. Goodbye!
	","bello Anna! My name is Alessandro. I'm 31 years old. I'm brazilian. I'm a lawyer, and i like to watch movies and practice brazilian football. When you arrive in Brazil call me. goodbye!"
14928,91063,91063,br,Portuguese,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40635,18:49:55.720,80,38,57.76,"
	  Hi Anna. I'm fine thanks. How are you? My name's Adilson. I'm 34 years old. What kind of music do you llike? I like gospel music. Do player any sports? I play soccer. By. Nice to meet you.
	",Hi Anna. I'm fine thanks. How are you? My name's Adamson. I'm 34 years old. What kind of music do you like? I like gospel music. Do player any sports? I play soccer. By. Nice to meet you.
2832,52490,52490,cn,Mandarin,A1,1,1,1,1,1A,1,1A,1,Introducing yourself by email,name,both topics,40636,02:43:33.973,94,30,39.24666667,"
	  Hi Anna:  How about you!  Thank you for your E-mail.  Nice to meet you!  My name is Yang qing. I'm 30 years old.  Best wishes for you!  yang qing
	",Hi Anna: How about you! Thank you for your E-mail. Nice to meet you! My name is Yang king. I'm 30 years old. Best wishes for you! yang king
